,y_true,y_pred
0,4.0,3.7967734
1,3.5,3.7452168
2,4.0,3.7594278
3,3.5,3.7307096
4,3.5,3.6790938
5,4.0,3.5828986
6,4.0,3.7036107
7,4.0,3.728379
8,3.5,3.6217496
9,3.0,3.583102
10,4.0,3.8435712
11,3.5,3.8264055
12,3.5,3.8566685
13,4.0,3.7901058
14,4.0,3.4793563
15,3.5,4.0595427
16,3.5,3.966648
17,4.0,3.7443435
18,4.0,3.944527
19,3.0,3.859054
20,3.5,3.7992883
21,4.0,3.9551344
22,3.5,3.6037755
23,4.0,3.5594997
24,3.5,4.0837984
25,4.0,3.826846
26,3.5,3.6922598
27,4.0,3.4624755
28,3.5,3.6354203
29,3.5,3.5885441
30,4.0,3.851943
31,3.5,3.559216
32,3.0,3.8002322
33,3.5,3.5026557
34,3.5,3.920547
35,5.0,3.6862538
36,3.0,3.634105
37,5.0,3.8022614
38,2.0,3.8400846
39,4.0,3.6810882
40,3.0,4.0014987
41,2.0,4.265263
42,5.0,3.5659933
43,4.0,3.7902408
44,5.0,3.735577
45,5.0,3.314292
46,3.0,4.229332
47,5.0,3.7166016
48,5.0,4.4058967
49,5.0,4.0778036
50,5.0,3.773447
51,3.0,4.027916
52,4.0,3.514538
53,4.0,3.5363016
54,1.0,4.086609
55,3.0,3.938955
56,4.0,4.130632
57,5.0,4.1096773
58,3.0,3.7433655
59,5.0,3.986431
60,4.0,4.1435466
61,5.0,4.135355
62,4.0,4.0169263
63,3.0,3.801848
64,2.0,3.5617414
65,5.0,3.573728
66,5.0,4.070716
67,3.0,3.6326451
68,5.0,3.9465387
69,5.0,3.7567482
70,4.0,3.9975746
71,4.0,3.9597626
72,4.0,4.230157
73,3.0,3.9184842
74,4.0,3.6787267
75,3.0,3.8530126
76,4.0,4.190831
77,4.0,3.7606902
78,5.0,3.7865558
79,3.0,4.1826057
80,5.0,4.1045947
81,5.0,3.4581072
82,3.0,4.0519133
83,3.0,3.7654505
84,5.0,3.9502532
85,4.0,3.995336
86,4.0,3.6339612
87,3.0,4.0003896
88,3.0,3.4002755
89,4.0,3.7514405
90,3.0,3.3650458
91,4.0,3.5618117
92,5.0,3.4812891
93,5.0,3.774185
94,2.0,3.509341
95,4.0,3.7890992
96,3.0,3.6808946
97,5.0,3.8112392
98,4.0,3.6059809
99,5.0,3.5611522
100,5.0,3.3873565
101,5.0,3.781105
102,3.0,3.6629946
103,5.0,3.770361
104,4.0,3.6970725
105,5.0,3.3764157
106,4.0,3.614771
107,3.0,3.705887
108,3.0,3.8695817
109,3.0,3.7723072
110,4.0,3.5255098
111,4.0,3.2807856
112,4.0,3.2082362
113,3.0,3.1163154
114,2.0,3.242004
115,3.0,3.3686442
116,2.0,3.210021
117,3.0,3.188964
118,4.0,3.127368
119,4.0,3.2758985
120,3.0,3.3196392
121,4.0,3.2538762
122,4.0,3.304316
123,5.0,3.334546
124,4.0,3.2706842
125,4.0,3.3843968
126,4.0,3.3328161
127,3.0,3.2965996
128,5.0,3.3091743
129,4.0,3.322315
130,4.0,3.2358265
131,3.0,3.1899736
132,4.0,3.262994
133,2.0,3.2013414
134,3.0,3.5017753
135,3.0,3.231021
136,4.0,3.165314
137,3.0,3.2678115
138,3.0,3.2437673
139,4.0,3.4709961
140,3.0,3.0102894
141,3.0,3.2747064
142,3.0,3.1434388
143,4.0,3.2940114
144,3.0,3.4189782
145,4.0,3.312094
146,3.0,3.3205113
147,4.0,3.2505603
148,4.0,3.3598435
149,3.0,3.1671865
150,3.0,3.5073195
151,2.0,3.1784735
152,4.0,3.1928222
153,4.0,3.386541
154,3.0,3.3433912
155,5.0,3.3103824
156,3.0,3.302144
157,3.0,3.4904559
158,3.0,3.2205892
159,3.0,3.4274921
160,2.0,3.2032366
161,4.0,3.1119208
162,4.0,3.1439197
163,5.0,3.3816128
164,3.0,3.2347395
165,4.0,3.550323
166,3.0,3.371121
167,4.0,4.062233
168,2.0,3.7284338
169,4.0,3.9123607
170,3.0,3.5771668
171,4.0,3.8500016
172,4.0,3.7145593
173,4.0,3.9765894
174,3.0,3.4234986
175,4.0,3.667162
176,4.0,3.5277245
177,3.0,4.007367
178,1.0,4.0960193
179,4.0,3.5326598
180,4.0,3.7320282
181,3.0,3.485567
182,3.0,3.6450741
183,2.0,3.3456836
184,5.0,3.532321
185,5.0,3.4582791
186,4.0,3.357172
187,4.0,3.660743
188,4.0,4.057554
189,5.0,3.972248
190,4.0,3.83878
191,4.0,3.9047706
192,4.0,3.4434953
193,3.0,3.8621862
194,4.0,4.168553
195,4.0,4.2026334
196,5.0,3.508578
197,2.0,3.9516788
198,4.0,4.6223598
199,4.5,3.6396925
200,5.0,4.1805162
201,5.0,3.6738005
202,2.5,4.086873
203,4.0,4.152227
204,5.0,3.7872443
205,4.5,3.9474852
206,5.0,4.034861
207,2.5,4.005582
208,4.5,4.1251783
209,3.0,4.0395885
210,0.5,4.592515
211,4.0,3.7500706
212,3.0,4.18312
213,5.0,3.758624
214,2.0,4.264783
215,2.0,4.241483
216,4.0,3.87242
217,5.0,3.958706
218,2.5,3.8317037
219,4.5,4.3026857
220,5.0,3.7379336
221,4.0,3.70577
222,1.5,3.9401784
223,5.0,3.7712529
224,4.0,4.0316224
225,4.0,3.6548743
226,4.0,3.8225746
227,4.5,3.7191207
228,5.0,4.2198186
229,4.5,3.9577084
230,5.0,3.5693595
231,5.0,4.1665583
232,5.0,4.0060935
233,4.5,3.5608184
234,5.0,3.480499
235,5.0,3.9610887
236,3.5,4.5056086
237,3.5,3.533383
238,4.5,3.9368858
239,3.5,4.25954
240,4.5,3.6059644
241,4.0,3.663516
242,1.5,3.0927374
243,4.5,3.546912
244,4.5,3.7688894
245,4.5,4.124408
246,4.0,4.2271314
247,3.5,4.137918
248,5.0,3.7339475
249,5.0,3.6746879
250,5.0,4.2263517
251,4.0,3.5442255
252,3.5,4.028047
253,4.5,4.232592
254,0.5,3.8498576
255,2.0,3.7812827
256,1.0,4.0448675
257,3.5,4.3309293
258,4.5,3.8314881
259,3.0,3.8498158
260,5.0,4.293149
261,4.5,3.601682
262,4.0,4.1143675
263,5.0,3.9454606
264,4.0,4.1923676
265,5.0,3.9077826
266,4.5,4.2935505
267,4.5,4.262391
268,5.0,3.7684274
269,1.5,4.367285
270,5.0,3.7377884
271,4.0,3.4843113
272,5.0,3.9506333
273,5.0,3.63459
274,2.0,3.3273954
275,4.0,3.5167828
276,4.0,3.8004162
277,4.0,3.980117
278,5.0,3.8517113
279,1.5,3.3793874
280,5.0,3.7027006
281,4.5,4.305683
282,4.5,4.025279
283,4.0,3.8220663
284,3.0,3.972332
285,5.0,4.0010066
286,4.5,3.9556332
287,3.0,4.1747494
288,4.5,4.0246606
289,3.0,4.447846
290,5.0,3.8319147
291,5.0,4.2893524
292,4.5,3.7962532
293,2.0,4.053675
294,3.5,3.690013
295,4.5,3.8954856
296,4.5,3.7364843
297,4.0,4.0533276
298,4.0,4.076386
299,4.0,3.72538
300,4.0,3.7119107
301,4.0,4.102656
302,3.0,4.0814266
303,3.0,3.518363
304,3.0,4.229571
305,3.0,3.7333422
306,3.0,4.194728
307,4.0,3.8746195
308,5.0,3.5682898
309,4.0,3.676039
310,5.0,3.6284432
311,3.0,3.7205472
312,4.0,3.7200599
313,4.0,3.6684105
314,4.0,3.8228076
315,4.0,3.8333163
316,4.0,3.5249927
317,5.0,3.491375
318,1.5,3.262263
319,3.5,3.5591183
320,3.0,3.6837423
321,4.0,3.5528386
322,4.0,3.4965658
323,5.0,3.459938
324,4.0,3.284598
325,3.5,3.6422603
326,4.5,3.7938323
327,4.5,3.717846
328,3.5,3.443823
329,4.5,3.8341157
330,5.0,3.432406
331,4.5,3.8198097
332,4.0,3.9527652
333,3.0,3.654022
334,3.0,3.8880067
335,3.5,3.8592815
336,3.5,3.827774
337,4.0,3.3514318
338,4.5,3.649015
339,3.5,3.8394704
340,4.5,3.613838
341,3.5,3.6817102
342,4.0,3.8742423
343,4.0,3.817732
344,4.0,3.601684
345,4.5,3.924426
346,4.0,4.0758743
347,2.5,3.4275715
348,4.5,3.9022605
349,3.5,3.7265596
350,4.0,3.6074378
351,4.5,3.461946
352,3.0,3.7300282
353,3.5,3.9949522
354,4.0,3.3212001
355,3.0,3.8731174
356,3.5,3.7862203
357,2.5,3.7692916
358,2.5,3.6860828
359,4.0,3.7525904
360,3.5,3.7367501
361,3.5,3.656498
362,2.5,3.3689747
363,4.5,3.2798145
364,3.5,4.1805925
365,4.0,3.7120757
366,4.0,3.5140877
367,3.0,3.3774796
368,2.0,3.3704057
369,2.0,3.5061634
370,3.0,3.4452853
371,3.0,3.2651424
372,3.0,3.3782282
373,3.0,3.3172204
374,3.0,3.391273
375,3.0,3.4541771
376,5.0,3.3002172
377,5.0,3.3956916
378,3.0,3.8655233
379,4.0,3.9828799
380,3.0,3.7348316
381,3.0,3.4558887
382,4.0,3.7621765
383,3.0,3.8524415
384,5.0,3.6601038
385,2.0,4.037281
386,3.0,3.5908039
387,3.0,3.8924565
388,5.0,3.9404755
389,4.0,3.6504066
390,3.0,3.6504166
391,4.0,3.4080558
392,4.0,3.8079205
393,5.0,3.636765
394,4.0,3.8357472
395,4.0,3.877159
396,4.0,3.7219467
397,4.5,3.507271
398,2.5,3.7400265
399,4.0,3.737135
400,4.5,3.7045546
401,3.5,3.6340923
402,5.0,3.6053731
403,5.0,3.268492
404,4.5,3.855926
405,5.0,3.8284612
406,5.0,3.3327188
407,4.5,3.8886876
408,4.5,4.0297923
409,4.0,3.6537728
410,4.0,3.549565
411,4.0,3.761741
412,4.0,3.9615722
413,5.0,4.008133
414,4.0,3.2515187
415,1.0,3.8392956
416,3.5,3.6086924
417,4.0,3.840381
418,4.5,3.7846081
419,2.5,3.3788848
420,4.0,3.5335357
421,3.0,3.33986
422,3.0,3.7355728
423,4.0,3.7525692
424,4.0,3.9303977
425,5.0,3.57978
426,3.0,3.8258235
427,4.0,3.6387553
428,5.0,3.9876537
429,4.0,3.822863
430,4.5,3.7859206
431,2.5,3.6098952
432,4.0,3.4527197
433,2.0,3.796962
434,2.0,3.812594
435,3.5,3.943675
436,4.0,3.2958348
437,4.0,3.8290696
438,2.0,3.694988
439,3.0,3.7215757
440,3.0,3.9058518
441,3.0,3.6920834
442,5.0,3.6178567
443,3.0,3.615003
444,3.0,3.5931468
445,3.0,3.710032
446,4.0,3.6155496
447,4.0,3.3804252
448,3.0,3.7087715
449,5.0,4.2986474
450,4.0,3.8375194
451,4.0,3.6792948
452,4.0,3.7415311
453,4.0,4.062346
454,5.0,3.7136526
455,4.0,3.5068188
456,3.0,3.9256766
457,4.0,3.6021771
458,4.0,3.3856213
459,4.0,3.8024716
460,4.0,3.7682207
461,3.0,3.4102297
462,4.0,3.8413079
463,2.0,3.9144497
464,4.0,3.4713116
465,4.0,3.997475
466,4.0,3.7167847
467,2.0,3.5299003
468,4.0,3.5636363
469,5.0,3.420803
470,3.0,3.273163
471,3.0,3.4114943
472,3.0,3.3611443
473,4.0,3.4571161
474,4.0,3.6049697
475,3.0,3.4793832
476,3.0,3.468327
477,4.0,3.4957242
478,3.0,3.5931451
479,4.0,3.8698373
480,3.0,3.2670326
481,4.0,3.7116294
482,3.0,3.698037
483,3.0,3.3489594
484,4.0,3.412953
485,2.0,3.7580092
486,5.0,3.7254496
487,3.0,3.3354397
488,4.0,3.8620641
489,3.0,3.2931044
490,4.0,3.6146023
491,3.0,3.5981941
492,3.0,3.812545
493,4.0,3.5308366
494,3.0,3.812356
495,5.0,3.5410714
496,5.0,3.3645315
497,4.0,3.7385342
498,4.0,3.5521584
499,4.0,4.116832
500,4.0,3.785006
501,5.0,3.7025313
502,5.0,3.7295232
503,5.0,4.0366516
504,2.0,3.4945703
505,2.0,3.5461648
506,5.0,3.4595795
507,4.0,3.8464336
508,4.0,3.5886886
509,5.0,3.9971774
510,3.0,3.7706451
511,4.0,4.089382
512,4.0,3.5337658
513,2.0,4.037514
514,5.0,4.2079678
515,5.0,3.8417187
516,2.0,3.6900237
517,5.0,3.2364964
518,3.0,3.479629
519,4.0,3.2905836
520,2.0,3.3013148
521,3.0,3.5106413
522,4.0,3.34058
523,2.0,3.2687144
524,3.0,3.2381034
525,3.0,3.4225066
526,5.0,3.4018178
527,4.0,3.2841654
528,5.0,3.4863148
529,3.0,3.316859
530,3.0,3.3601148
531,4.0,3.504732
532,4.0,3.3435962
533,3.0,3.4652514
534,2.0,3.3683221
535,4.0,3.2711215
536,3.0,3.3010585
537,3.0,3.173364
538,2.0,3.4932563
539,5.0,3.5145051
540,3.0,3.54706
541,4.0,3.1185384
542,5.0,3.255517
543,3.0,3.3075354
544,4.0,3.4561849
545,2.0,3.0121748
546,4.0,3.4505308
547,4.0,3.2571857
548,4.0,3.4278347
549,5.0,3.2945313
550,3.0,3.1990557
551,3.0,3.312169
552,2.0,3.4531465
553,3.0,3.4173455
554,4.0,3.2048023
555,1.0,3.341135
556,1.0,3.2848825
557,3.0,3.291813
558,2.0,3.3434463
559,5.0,3.6581354
560,5.0,3.333365
561,2.0,3.3384464
562,4.0,3.190848
563,4.0,3.4628963
564,4.0,3.3361382
565,4.0,3.3661788
566,3.0,3.338414
567,3.0,3.302247
568,4.0,3.2718399
569,3.0,3.2292244
570,4.0,3.3228266
571,2.0,3.3751907
572,3.0,3.381479
573,5.0,3.394114
574,4.0,3.399391
575,3.0,3.263394
576,3.0,3.338625
577,2.0,3.2854962
578,4.0,3.2882318
579,4.0,3.4970853
580,3.0,3.3182142
581,5.0,3.3123865
582,4.0,3.3184786
583,4.0,3.4546072
584,4.0,3.3742018
585,4.0,3.4217584
586,2.0,3.3845463
587,2.0,3.4203906
588,4.0,3.5459442
589,4.0,3.2741868
590,5.0,3.4242966
591,2.0,3.4187887
592,1.0,3.1721432
593,3.0,3.4342246
594,4.0,3.3973868
595,3.0,3.4448454
596,4.0,3.3412278
597,3.0,3.28872
598,2.0,3.3595977
599,4.0,3.3370857
600,3.0,3.2424157
601,4.0,3.4276872
602,2.0,3.4232218
603,5.0,3.28663
604,4.0,3.2287552
605,3.0,3.625901
606,5.0,3.2853816
607,4.0,3.4612064
608,3.0,3.5680323
609,5.0,3.5081277
610,2.0,3.5242066
611,4.0,3.3331563
612,3.0,3.37923
613,2.0,3.2486775
614,3.0,3.495535
615,3.0,3.531301
616,3.0,3.3484306
617,3.0,3.3784466
618,2.0,3.3471591
619,3.5,3.6467416
620,4.0,3.6090546
621,4.0,3.5236785
622,4.0,3.963337
623,4.0,3.7543507
624,4.0,3.294749
625,3.0,3.3679566
626,4.0,3.653451
627,3.5,3.4752712
628,3.5,3.564515
629,4.0,3.348201
630,3.5,3.782199
631,5.0,3.8414946
632,3.0,3.5223339
633,3.0,3.6449227
634,2.5,3.8355985
635,4.0,3.422042
636,3.5,3.4784322
637,4.5,3.8130128
638,4.0,3.7374258
639,3.5,3.624426
640,2.5,3.9071708
641,4.5,3.4617877
642,2.0,3.833928
643,3.5,3.9977498
644,3.0,3.5728314
645,5.0,3.7494755
646,3.0,3.169924
647,4.0,3.44039
648,3.0,3.5877085
649,5.0,3.789375
650,5.0,3.7185922
651,3.0,3.79171
652,3.0,3.5445175
653,3.0,3.6259046
654,2.0,3.431515
655,3.0,3.2541072
656,4.0,3.6957922
657,4.5,3.5428078
658,5.0,3.5296135
659,4.5,3.3695126
660,4.5,3.756048
661,3.5,3.4688761
662,4.5,3.3254778
663,3.0,3.3145556
664,2.0,3.6721692
665,4.5,3.3020236
666,4.0,3.5494888
667,3.0,3.5963268
668,4.5,3.3218443
669,1.0,3.365678
670,5.0,3.3686776
671,3.0,3.159542
672,3.0,3.7482398
673,5.0,4.125144
674,4.0,3.9445438
675,3.0,3.4089143
676,5.0,3.8310132
677,2.0,3.1068115
678,3.0,4.0258374
679,3.0,4.059193
680,4.0,3.7438123
681,4.0,3.6923294
682,3.0,3.7654047
683,4.0,3.5048046
684,3.0,3.8240228
685,3.0,3.5888944
686,4.0,3.8867617
687,4.0,3.5530856
688,4.0,4.1970115
689,4.0,3.8531818
690,4.0,3.7663085
691,4.0,3.4717894
692,3.0,3.9331737
693,3.0,3.5422223
694,4.0,3.6059222
695,3.0,3.7101877
696,3.0,3.5982537
697,4.0,3.7195966
698,3.0,3.6822968
699,4.0,3.9573083
700,4.0,3.6923203
701,3.0,3.8771281
702,3.0,3.4955485
703,3.0,3.8837423
704,3.0,4.0121555
705,4.0,3.7902524
706,3.0,3.3502269
707,4.0,4.030676
708,4.0,4.086423
709,3.0,3.677617
710,5.0,3.8679452
711,3.0,3.6259308
712,3.0,4.200398
713,3.0,4.0080724
714,3.5,3.13692
715,5.0,3.1318376
716,2.5,3.3813798
717,2.5,3.1946218
718,2.0,3.2951202
719,3.0,3.1725361
720,2.5,3.3044736
721,0.5,3.8533664
722,2.0,3.3160172
723,4.0,3.4408152
724,5.0,3.750764
725,3.0,3.9284728
726,4.5,3.6557758
727,0.5,3.7961073
728,5.0,3.443517
729,2.0,3.6280274
730,3.5,3.2888944
731,4.5,3.779055
732,5.0,3.4363172
733,0.5,3.622837
734,0.5,3.3278904
735,1.0,3.6799295
736,3.0,3.688488
737,5.0,3.5526044
738,4.0,3.5192347
739,3.5,3.4333806
740,3.0,3.8241916
741,4.0,4.0408244
742,4.0,3.1998768
743,4.0,3.7571812
744,0.5,3.4802017
745,5.0,3.5836592
746,4.0,3.7138388
747,3.0,3.6671934
748,3.0,3.9162097
749,4.0,3.620727
750,1.0,3.5065958
751,2.5,3.583318
752,4.0,3.5981164
753,5.0,3.7974994
754,3.5,3.5450864
755,4.0,3.7942443
756,5.0,3.5918436
757,4.0,3.7495499
758,0.5,3.7836294
759,3.0,3.7647433
760,5.0,3.7552843
761,4.0,3.7020857
762,3.0,3.4763517
763,3.0,3.5385323
764,3.0,3.8190641
765,4.5,3.5812774
766,4.0,3.6737616
767,0.5,3.6185215
768,4.5,3.3929443
769,3.5,3.5164874
770,4.5,4.277894
771,4.0,3.1847162
772,3.0,3.2422566
773,3.0,3.3900266
774,5.0,3.4451096
775,3.0,3.3185754
776,3.0,3.0407944
777,4.0,3.1208777
778,4.0,3.5137746
779,3.0,3.1390235
780,3.0,3.2271545
781,3.0,3.102035
782,3.0,3.0972087
783,3.0,3.4514823
784,4.0,3.5933452
785,4.0,3.3145957
786,3.0,3.7316957
787,5.0,3.4854329
788,5.0,3.7154822
789,4.0,3.5116234
790,4.0,3.6684048
791,4.0,3.679749
792,3.0,3.5533972
793,1.0,3.6926808
794,5.0,3.8935552
795,4.0,3.6307633
796,5.0,3.9944723
797,4.0,4.042666
798,3.0,3.9264255
799,3.0,4.2185926
800,4.0,3.6827185
801,5.0,3.7673006
802,3.0,3.6929686
803,5.0,3.638974
804,3.0,3.7761848
805,4.0,3.8781214
806,4.0,4.1744146
807,1.0,4.0710964
808,4.0,4.205598
809,5.0,3.9207988
810,3.0,3.644253
811,4.0,3.7333205
812,3.0,3.6675286
813,4.0,3.9307299
814,3.0,4.11726
815,5.0,3.878491
816,2.5,3.7404664
817,3.5,3.6785316
818,5.0,4.38854
819,4.0,3.6079073
820,4.0,3.7143552
821,4.5,4.4329796
822,1.0,3.9512796
823,4.5,3.637041
824,4.0,3.8515208
825,3.5,4.166872
826,4.5,3.5113463
827,4.5,3.625021
828,4.5,3.598702
829,4.0,4.1451616
830,4.0,3.736998
831,4.5,4.292226
832,4.0,3.6166236
833,4.0,3.2759504
834,4.5,3.7397246
835,4.5,4.199004
836,3.0,3.9144514
837,5.0,3.8751028
838,3.5,4.3914127
839,5.0,3.9851768
840,4.5,3.9241729
841,5.0,3.458999
842,4.0,3.8070264
843,5.0,4.3562126
844,4.5,4.5588965
845,3.5,3.5506105
846,4.5,3.5690136
847,5.0,3.8057086
848,4.0,4.0467443
849,4.5,3.5421307
850,4.5,4.3543615
851,4.0,3.8447356
852,4.0,3.6889
853,3.0,3.8834667
854,3.0,3.6854796
855,2.5,3.6540926
856,2.5,3.663206
857,2.0,3.5163
858,4.0,3.7347102
859,3.0,3.6028497
860,4.0,3.9498606
861,2.0,3.1319408
862,2.0,3.740101
863,4.0,3.801775
864,2.0,3.4995008
865,3.0,3.5617998
866,4.0,3.5375407
867,1.0,3.6141124
868,5.0,3.5748997
869,2.0,3.364685
870,5.0,3.6673117
871,3.0,3.5342069
872,3.0,3.7974963
873,5.0,3.6062708
874,4.0,3.421396
875,5.0,3.5984094
876,3.0,3.5553844
877,3.0,3.4252982
878,3.0,3.6594157
879,4.0,3.3359804
880,4.0,3.8816009
881,4.0,3.2983222
882,3.0,3.4740217
883,3.0,3.702065
884,4.0,3.4040806
885,5.0,3.3537228
886,3.0,3.378237
887,1.0,3.6130817
888,3.0,3.4364176
889,1.0,3.5280957
890,4.0,3.433097
891,2.0,3.4390554
892,4.0,3.6531405
893,1.0,3.5375319
894,1.0,3.5645473
895,4.0,3.5936701
896,5.0,4.060984
897,4.0,3.7888265
898,3.0,3.4017184
899,4.0,4.084118
900,4.0,3.907275
901,5.0,3.9492273
902,3.0,3.851015
903,4.0,3.718607
904,5.0,3.7392247
905,4.0,4.3826485
906,2.0,4.3343325
907,1.0,3.5672688
908,3.0,3.3677588
909,2.0,3.4044442
910,4.5,3.2619293
911,3.0,3.1449447
912,1.0,3.7047057
913,4.0,3.5607996
914,4.5,3.5244794
915,4.0,3.243056
916,3.5,3.3735175
917,4.0,3.4423337
918,4.0,2.9960997
919,2.5,3.8089597
920,4.0,3.6255946
921,3.5,4.0741553
922,4.0,3.4758103
923,2.5,3.8512566
924,4.5,4.0183105
925,2.0,3.8280509
926,4.0,4.0917573
927,4.0,3.6553369
928,5.0,3.7176797
929,5.0,4.2314153
930,3.0,3.6164212
931,4.0,4.6753707
932,4.0,4.2006826
933,4.0,3.4773138
934,3.5,3.7073514
935,4.0,3.2512681
936,3.5,3.7580943
937,4.0,3.7464721
938,4.0,3.8746834
939,2.0,3.6187553
940,5.0,3.4413078
941,5.0,3.8646739
942,4.0,3.3075097
943,5.0,3.5370064
944,3.0,3.310763
945,4.0,3.1389792
946,2.0,3.1189213
947,0.5,3.154215
948,3.0,3.3119388
949,4.5,3.332944
950,0.5,3.1919558
951,3.5,3.4290793
952,1.5,3.2385602
953,3.0,3.1008146
954,4.0,3.0644033
955,1.0,3.1577525
956,4.0,3.2905307
957,3.0,3.2720425
958,4.0,3.9211798
959,3.0,3.4681017
960,4.0,3.5930989
961,5.0,3.2350726
962,3.0,3.6217275
963,4.0,3.1211119
964,5.0,3.4370825
965,3.0,3.7124662
966,5.0,3.232029
967,4.0,3.5933535
968,5.0,3.324387
969,1.0,3.815742
970,4.0,3.2676451
971,3.0,3.4072144
972,4.0,3.2035613
973,3.0,3.5399923
974,5.0,3.4139152
975,4.0,3.4211097
976,3.0,3.1446064
977,4.0,3.453562
978,0.5,3.9221144
979,0.5,3.344728
980,4.0,3.6428347
981,3.0,3.5471768
982,2.5,3.4645967
983,1.0,3.7510517
984,4.0,3.6773229
985,1.5,3.6758742
986,1.0,3.4981618
987,1.0,3.9053879
988,5.0,3.8525605
989,4.0,3.5709212
990,4.0,3.7746801
991,3.0,3.7033286
992,3.0,3.7424998
993,4.0,4.276921
994,3.0,3.6761029
995,5.0,3.9766927
996,3.0,3.7581325
997,3.0,3.8690658
998,4.0,3.732703
999,4.0,3.7900217
1000,4.0,3.6791885
1001,3.0,3.942981
1002,3.0,3.7777786
1003,5.0,3.4125185
1004,4.0,3.8001132
1005,5.0,3.9257638
1006,3.0,3.803377
1007,4.0,3.5555358
1008,4.0,3.4649043
1009,4.0,3.5178597
1010,3.0,3.4685922
1011,3.5,3.4196355
1012,5.0,3.7985802
1013,3.5,3.7845798
1014,4.0,3.2318275
1015,5.0,3.9501038
1016,5.0,3.9295628
1017,5.0,3.9785025
1018,5.0,3.6256475
1019,4.0,3.8561347
1020,4.0,3.705406
1021,5.0,3.5845854
1022,4.5,3.7946105
1023,4.0,4.111379
1024,4.0,3.7006521
1025,5.0,4.1087413
1026,4.0,4.0777793
1027,3.0,3.7374496
1028,4.0,3.5696778
1029,3.0,3.2983747
1030,4.0,3.9050012
1031,3.5,4.056921
1032,4.5,4.149513
1033,5.0,3.9785807
1034,4.0,3.8165417
1035,2.0,3.6394315
1036,5.0,3.5202231
1037,2.0,3.5791106
1038,3.0,3.4787126
1039,4.0,3.737826
1040,2.0,3.7353907
1041,1.0,3.5425286
1042,4.0,3.5564337
1043,4.0,3.5884945
1044,3.0,3.4628453
1045,2.0,3.6685324
1046,5.0,3.5604365
1047,4.0,3.5374033
1048,4.0,3.7209415
1049,4.0,3.2983575
1050,2.0,3.6817174
1051,5.0,3.2980323
1052,4.0,3.570268
1053,4.0,3.6847644
1054,3.0,3.505314
1055,3.0,3.9525392
1056,3.0,4.2870984
1057,3.0,3.92354
1058,2.0,3.9486003
1059,5.0,3.55513
1060,4.0,4.21696
1061,4.0,4.119307
1062,4.0,4.188412
1063,5.0,3.9758224
1064,4.0,3.6242971
1065,5.0,4.255862
1066,4.0,3.8753157
1067,5.0,3.4295316
1068,3.0,3.9838939
1069,3.0,3.710214
1070,4.0,3.9186323
1071,4.0,3.535789
1072,4.0,4.1323
1073,4.0,4.281554
1074,4.0,3.9116442
